11.86;14.192;0;9.86
11.88;12.961;0;9.88
11.9;11.203;0;9.9
11.92;9.709;0;9.92
11.94;8.478;0;9.94
11.96;6.984;0;9.96
11.98;6.457;0;9.98
12;5.314;0;10
12.02;4.083;0;10.02
12.04;5.841;0;10.04
12.06;6.105;0;10.06
12.08;4.171;0;10.08
12.1;5.929;0;10.1
12.12;5.138;0;10.12
12.14;8.215;0;10.14
12.16;9.357;0;10.16
12.18;11.643;0;10.18
12.2;9.27;0;10.2
12.22;8.478;0;10.22
12.24;14.807;0;10.24
12.26;16.477;0;10.26
12.28;17.972;0;10.28
12.3;18.939;0;10.3
12.32;15.95;0;10.32
12.34;16.038;0;10.34
12.36;20.257;0;10.36
12.38;22.542;0;10.38
12.4;24.828;0;10.4
12.42;26.674;0;10.42
12.44;28.344;0;10.44
12.46;27.904;0;10.46
12.48;27.641;0;10.48
12.5;28.959;0;10.5
12.52;29.487;0;10.52
